"rfc","mes","actividad","curp","nombre","ap_paterno","ap_materno"
"BBL0720206FA",2,"3010","DIAJ722622HDFUCA14","ALEJANDRO","PABLO","LA"
"LMR020210T38",2,"6014","COAJ062708HDFNDA17","LIZBETH","HERNANDEZ",NA
"MTH0620020P7",2,"6014","GAUA762319HDFAPL16","ANTONIO","RODRIGUEZ","PEREZ"
"PPL760003GU0",2,"8310","NOJA762004MDFGMB16","ESTEFANIA","FLORES","ESPINOZA"
"STR662626DW6",2,"7411","MRHL762026HDFNAS19","OLIVIA","CHAVEZ","DIAZ"
"GPO722021331",2,"6219","VIAL062826MNRTDC17","ALEJANDRA","MARQUEZ","HERNANDEZ"
"BSI060206HS6",2,"8011","FIBV760027MDFGDL16","RICARDO","TORRES","PUGA"
"GOA720122TA0",2,"9212","BASV762306HMSHGC17","IVAN","GARCIA","AREVALO"
"CSI772909U00",2,"6616","CAHJ722309HDFADL10","DIEGO","LOPEZ","ESPINOZA"
"MUL062300HC2",2,"6700","AUCR002321MDFUSD16","JAVIER","FLOREZ","RAMIREZ"
"SFR211617079",2,"8310","HUSO082612MDFANM16","ERICK","CRUZ","DIAZ"
"PTR271610QX6",2,"8310","BAHJ772619MMCSAC16","DEL","ORTEGA","LOPEZ"
"NCO002622NX0",2,"8310","MAPJ662616HDFADV10","ISABEL","MANCILLA","ALCANTAR"
"ADI020206C3A",2,"8310","UAPJ002323HTCMAL16","ALBERTO","BELMONTE","JIMENEZ"
"WAA0729166U9",2,"6700","FOSA072628HGALNN17","JUSLARI","SANCHEZ","OZ"
"BIM200010DJ6",2,"3012","UASK721009MDFAAA17","SERGIO","BARRETO","SALAZAR"
"ATR030202FG2",2,"7012","TODJ082316HMCANS17","GUILLERMO","MOTA","SABAS"
"SDN062016KA3",2,"6212","MAAA602726HDFTSN13","FABIAN","HERRERA","GUTIERREZ"
"MST0322076A1",2,"8710","FABL662301HDFALS10","IGNACIO","APOLONIO","CASTRO"
"PQU062206SI8",2,"8310","VAJD082718MCHUAN16","MONSERRAT","MONTOYA","APARICIO"
"GMP021606PW0",2,"8910","FOSD021706MDFLLN18","OSWALDO","YERENA","RUBIO"
"CFR672003QI1",2,"6310","TOCF702626MDFVBB17","ALDHAIR","LEON","EZ"
"SRC221761LC2",2,"6616","AUGR021607MMCLAS17","CARLOS","BALTAZAR","PEREZ"
"CNO062216AA7",2,"8310","PRGL072613HMCXNS11","EZEQUIEL","ANAYA","EZ"
"SAO230007KU7",2,"6010","LOHM062206MMCPAN13","DARINEL","GONZALEZ","PINEDA"
"ACL0626107W6",2,"8211","PRHM062729MDFAAA19","ELIZABETH","UBALDO","CAMACHO"
"SMR702913AR2",2,"7616","CAAF032717HMCSLA12","ISABEL","CARRILLO","FRANCISCO"
"SGA0302260P0",2,"8710","PRCD720020HPLAAN26","MARTIN","NOLASCO","ACOSTA"
"ABP022701007",2,"6914","NAAR762617MMCVNL12","ANDRES","SALINAS","SANTILLAN"
"BSI260001766",2,"4116","AACA721026HDFMAN14","FERNANDO","ESPARZA","FRANCO"
"CCO0626260N3",2,"7611","AIPM032717MJCADA17","VERONICA","APPENDINI","FERRER"
"MTR332606R63",2,"8310","MAVR060216HCLAUA11","GIOVANNI","MERCADO","SANTA"
"CUTL722607L40",2,"6310","MATN702713MDFAAY11","MANUEL","VELASCO","RIVERA"
"ASR210027LB6",2,"7411","RIAP760226HTLSMD16","DANIEL","SANCHEZ","ARGOTE"
"APR672622KDA",2,"2410","SOCA072910HDFSXA12","JESUS","MARICHE","JUAREZ"
"A3C570002D27",2,"7611","PAMV720002MDFCLA10","ANTONIO","SIMON","HERNANDEZ"
"NRF2716070N3",2,"2312","CAFJ072219HMCNLS19","ROSA","MEDINA","SEGUNDO"
"ICA0022206S0",2,"6614","HRCC000208HPLANA26","ANGELLO","GARCIA","BUCIO"
"RSJ020026RC2",2,"6310","GOPA060023HDFMAB16","DANIEL","MAYA","BLANCARTE"
"OSI760222A96",2,"3012","SAAJ072817HDFLLN13","ELIZABETH","CRUZ","LOPEZ"
"A3C570002D27",2,"8310","SIFC772009MNRLNA10","MANUEL","BRIONES","CASTREJON"
"ORHM7026224L8",2,"9312","OIMR702626MDFAAS16","MARIA","FLORES","LIMON"
"RCG062326TU6",2,"3213","VIGJ762722MTSLAN10","ROSALBA","ZERME","GOMEZ"
"PAD7620612KA",2,"6212","MABR082708HVUASA16","CHRISTOPHER","HAENE","CABRERA"
"IMS320260I36",2,"8710","HRCI732619HVUAUD11","ROBERTO","QUIROZ","MORENO"
"A3C570002D27",2,"2110","LOCV672310MDFPAA10","EDUARDO","MENDOZA","MALDONADO"
"RXT211303CM3",2,"8011","PAGA062213MPLSMA17","EDDI","REYES","GOMEZ"
"CAS062707LC6",2,"3012","GONH762626HMCNXG11","ALFREDO","UTRILLA","NEGRETE"
"A3C570002D27",2,"6014","AIMO772013MTLSAA10","SUSANA","LOPEZ","LOPEZ"
"TPM770203966",2,"3010","VIAP702627HCSADD19","ANGEL","ACACIO","GACAL"
"KAA072221NI7",2,"6216","CXCA772726MDFSAN11","CARLOS","TORRES","HERNANDEZ"
"ITR7026266S9",2,"6212","MALR022713HSPCPN17","ANTONIO","REYES","CASTILLO"
"PWS2017260M8",2,"8310","TOPT762710MHGLAT18","ANTONIO","HERNANDEZ","SANTILLANES"
"RCI070212SC6",2,"8310","GUSA062616MOCUAN17","ESBEIDY","SANTIAGO","ALMARAZ"
"OAH032616QA7",2,"8310","LOCM721600HOCPBA11","EDUARDO","GONZALEZ","CASTA"
"A3C570002D27",2,"8310","CAAM670216MBCLMA10","FABIAN","MEDINA","GUTIERREZ"
"SAT0620078N2",2,"2910","CABI702607HMCAAS19","ISELA","FLORES","HERNANDEZ"
"AIN261026L70",2,"4212","ROBG702620MMCSAA18","ELENA","MADRIGAL","CARLOS"
"BIM200010DJ6",2,"8916","ARHN002626MDFVAL16","CESAR","CISNEROS","MOLINA"
"BBO760226FA6",2,"8011","HRVL002608HDFANS14","EMILIO","GOMEZ","CHACON"
"BVM760212LX1",2,"6014","AOAJ762712HDFJMN10","LIDIA","DIAZ","JOAQUIN"
"PSP271310SQ3",2,"8310","AAAV770226HHGMMC17","NORMA","SALGADO","PEREZ"
"RGA062616UB3",2,"4103","AROK732316MMCMSA16","RUBEN","ORTIZ","RUIZ"
"COH000210NS6",2,"9010","SRAC792623HPLDDS19","CRISTEL","VILLEGAS","VENTURA"
"GAT002702LP3",2,"6700","CAPF760202HDFSAD13","FELIX","HERNANDEZ","ROMERO"
"GGA060262GV4",2,"8310","AAPR772626HMCMLV11","FABIAN","ESPITIA","MONDRAGON"
"AMI231603B30",2,"8710","LALT660024HOCUUG10","MONICA","DIAZ","GONZALEZ"
"DBU270202UQ6",2,"8916","AOMA762601HDFSNF11","LILIANA","ORTIZ","VELASQUEZ"
"A3C570002D27",2,"8310","LRCK062318MMCGMA10","ISIDORO","BALLESTEROS","HERNANDEZ"
"BNM032606VB0",2,"9212","LOFC732616HPLPLA11","DANIEL","GALINDO","JACINTO"
"A3C570002D27",2,"6701","CAGF721021HDFHAA10","MARIANA","CORICHI","BENITEZ"
"CIJ760214QK4",2,"9314","FOMT032000HMCLAM13","MELISSA","ARROYO","SANTIAGO"
"ICI271009CY9",2,"4212","CAVA702323MDFBCL17","RENE","ARCOS","MARURI"
"GAM702609A66",2,"7616","COCJ772627HDFASS10","AGUSTIN","NAVA","NOLASCO"
"BMN762219927",2,"9314","BAVC721013MDFAAL16","GERMAN","ARCEO","TELLEZ"
"CAA7323020Y6",2,"8011","RRPA622604HDFNAN10","HIROSHI","LANDERO","MERCADO"
"HBI072617SY6",2,"8710","LAUM662306HDFAPA16","YOHALI","CHAVEZ","GUTIERREZ"
"MAS002627NN6",2,"8310","MAVS762626MDFALA17","SOFIA","LOPEZ","JIMENEZ"
"NSP730203IF2",2,"7010","VIGS662600HDFLUA11","DE","ORTIZ","MENDEZ"
"ILI271701RR0",2,"6616","COCY762006HGTAAV16","ANDRES","ALFEREZ","CUAPIO"
"PPL760003GU0",2,"8011","MAAA062026MDFTYS16","SONIA","MONTIEL","BAEZ"
"MAC0022068P0",2,"6012","MOSY060226MDFANU17","JUDITH","GONZALEZ","PINEDA"
"MAN7026007G6",2,"8310","BACS070260MDFAAS16","CARLOS","RODRIGUEZ","CAMPOS"
"SIA060007QA6",2,"3010","TOPA720129HDFAMC19","RAUL","BATA","LIRA"
"ARS210001CNA",2,"8313","ARAG082640HDFYMN14","KAREN","LOPEZ","CUELLAR"
"SRT2713079D9",2,"7012","FOQK721020MSALJA16","ALBERTO","MARTINEZ","JESUS"
"SPT200216QK8",2,"3012","GAAJ072707HGTAUM11","CARITINA","MORAN","GARCIA"
"DRM0820062R7",2,"6212","PRLI762007MDFAUV12","ALFONSO","GUERRERO","BUERON"
"SAW072610S90",2,"2910","MIKA632726MDFKTD16","ANTONIO","RAMOS","JUAREZ"
"DBD7922026G9",2,"8310","HRJA772026HDFAAL17","JIMENA","SANTOS","RUIZ"
"ACO062021TXA",2,"8917","GUAV072628HMCASC16","BONIFACIO","MATU","HERNANDEZ"
"TBB231706KU3",2,"6310","FOAM062006HPLLAA13","FRANCISCO","LUGO","LEON"
"MAN7026007G6",2,"2710","AOVO732607HGAJLM19","RICARDO","APREZA",NA
"ASU060201CA0",2,"6212","GASA002718HDFLTD16","ABEL","RAMIREZ","CERVANTES"
"OOF022627LX0",2,"6714","IAHA700022HDFBAL12","PABLO","SERAFIN","DIAZ"
"PAH720116LY6",2,"6717","ARLM720122HMCYPA16","FARIDE","ROMERO","BRAVO"
"SCC770000D23",2,"8710","GOSJ792603HHGNNN19","EMILIO","IRINEO","RODRIGUEZ"
"PMD271626RQ7",2,"6014","AICM772610MDFAMC17","ALEJANDRO","CASTRO","CHINO"
"AAY0327130Q6",2,"7616","SAGP060216MMCNTA18","LUIS","VILLAFA","LOYA"
"TIN271702LLA",2,"8310","GUGA762026MDFVAN11","GUADALUPE","ALEJANDRE","SANTA"
"SDN062016KA3",2,"6700","RAJF211610HVUVNAA2","ADRIANA","ARREDONDO","SANCHEZ"
"SHO760240NK2",2,"2118","PRAA662040MDFALC17","DANIEL","MARTINEZ","ZAMORA"
"DSM770000C70",2,"9010","OICA000026HDFAAA27","GUZBETH","DURAN","RODRIGUEZ"
"ASC200206PW2",2,"8310","HRCC662706HMCAAA01","ALBERTO","GUTIERREZ","PEREZ"
"CIM0628177A3",2,"8710","MRVA060227HMCNLL08","SILVIA","REYES","HERNANDEZ"
"CNM211020PN6",2,"8310","AACL762014MDFMSD16","RONAY","JIMENEZ","GOMEZ"
"CCO0626260N3",2,"8310","CRRY760023MDFNSH06","MARGARITO","CORONADO","SILVA"
"AAS790206D39",2,"4117","SRMJ700022HDFAAS26","BERNARDO","CAMARILLO","AQUINO"
"INF7226100UA",2,"7411","MRSS772626MDFNLN11","ALEJANDRA","VAZQUEZ","TERAN"
"SDN062016KA3",2,"7012","BAHC732723MMCAAA17","LAURA","RIOS","MIRA"
"HYA7722027Q0",2,"8310","TIAJ772006HDFALA19","JESSICA","RODRIGUEZ","SERRALDE"
"GAN062004SA1",2,"6218","BAGM632614HDFSTA13","ATZIRY","GARCIDUE","GOMEZ"
"PCA0602070B6",2,"8310","HROQ760226MVUALT27","REYNA","GONZALEZ","BASURTO"
"DSM770002C87",2,"8310","OOLC660003MDFLMA23","ADRIAN","RUIZ","ORTIZ"
"ISO2610616W1",2,"8310","VRLA020106HJCLPC14","NELLY","ARELLANO","LA"
"MSR200207AG6",2,"8011","HUGC021616MPLYNL12","VERONICA","VERA","GONZALEZ"
"APF062610AA6",2,"8313","LOML630226HDFPAS17","BERTHA","MENDEZ","LOPEZ"
"A3C570002D27",2,"8917","AOTV762006MQACMA10","DANIEL","PEREZ","SANCHEZ"
"MPA772626N00",2,"8812","PAGO722626MMCNLL17","ALBERTO","HERNANDEZ","GONZALEZ"
"SAM702808GQ0",2,"3010","LOMC002640HDFPAA04","PABLO","SANABRIA","FRAGOSO"
"GAN201707MSA",2,"8011","LOMI702919MMCPAL19","ARLETTE","MENDEZ","LOPEZ"
"ITA002603RA7",2,"8313","SASY201206MDFLLTA3","SERGIO","LIBORIO","MAYO"
"CCO0626260N3",2,"2116","DOAA062627HVUMLL16","DIANA","BENAVIDES","VAZQUEZ"
"PTI022312AJ6",2,"8310","SAFA762327HDFNLL17","ALEJANDRO","RIVERA","ESPINO"
"BNM032606VB0",2,"4116","MAFK080203MDFAAA26","ALEJANDRO","TENORIO","GUTIERREZ"
"UNI211220LY7",2,"3010","ARGL211616HMCAASA2","KARLA","RAMOS","SANCHEZ"
"BRL062404263",2,"8011","MANL072212HSLABA19","MANUEL","CRUZ","CHAN"
"UAGA021726DS2",2,"8310","MOCF732216HDFNHA12","OMAR","SANCHEZ","NAVARRO"
"OAW02020603A",2,"7611","TOUM032726MDFAAA18","OMAR","LABASTIDA","PEREZ"
"NSM231016SF6",2,"8310","PRML002612HDFAAN14","CATALINA","HERNANDEZ","PACHECO"
"VSR7722216KA",2,"7411","RIHJ702806MDFSAN16","GUADALUPE","INIESTA","RODRIGUEZ"
"RCA720220MF6",2,"6210","GUCM030206MMSUAA11","ANGELA","AGUILAR","LOPEZ"
"IAP7002276J6",2,"3010","HRSR070028MMSANS20","LUIS","SALINAS","GONZALEZ"
"IRJ220020AN1",2,"8011","SAGL021300MDFNAU11","MIGUEL","HERNANDEZ","LOPEZ"
"NMM020100JP1",2,"6310","AAMD022216MCHMNN17","MARGARITA","SOLIS","GALVAN"
"IMS320260I36",2,"6700","PRPR792009HMCACD17","PRATEEK","RAMOS","CAMPOS"
"OWM200126AWA",2,"9010","SITG662661HJCLAL17","OSCAR","SEGURA","RAMOS"
"PRCL6026067U6",2,"6310","PACD732061HDFDBG16","EMMANUEL","BUENROSTRO","MOTA"
"LCO062026PF0",2,"8011","IACD660220HHGBHN11","JONATHAN","CASTILLO","GRIJALVA"
"SAC0210203N7",2,"7012","AUSA762716HDFGNA16","JUDITH","RIOJA","ALVAREZ"
"ARPI670223CL0",2,"3012","ARBJ660007HDFNCA20","MONSERRAT","LAMBARRI",NA
"CKY271920J26",2,"8310","SAOF060220HGTNLL10","DANIEL","GURIDI","GALICIA"
"SRA231002AU6",2,"7010","VAGA662613MMCUSF10","RUBEN","SANCHEZ","SALINAS"
"PTR201818AD1",2,"4612","SACG762603HDFNAA13","JULIO","FRIAS","PERALTA"
"TOU201003NP0",2,"7616","TOJJ662227HDFAMA11","ALBERTO","GONZALEZ","OZ"
"CRX702700C76",2,"4212","LORV732612MDFPSA16","MANUEL","MONROY","TORRES"
"IAM000022BV0",2,"6014","CAPJ700202HDFAAA18","ROBERTA","SORIANO","PEREZ"
"SBA070023H62",2,"4616","ARAD072622HDFLGV10","LAURA","OCA","MARTINEZ"
"ACC062314NL0",2,"8314","AIDG072660MDFAAD16","GABRIELA","CASTRO","CARRILLO"
"GCS072622U62",3,"6700","POPM762013HYNLCA17","CYNTHIA","VAZQUEZ","TAMEZ"
"SLI0217106A7",3,"4601","LUVB672600MDFNLT17","PAMELA","MELLADO","CHAVEZ"
"NRJ0228012R1",3,"8310","MABK702727MDFTTN16","ENRIQUE","VAZQUEZ","MONTOYA"
"SDI020027B03",3,"8316","FOGR700226HDFLAV10","CARLOS","DOSTA","TERRAZAS"
"OWM200126AWA",3,"7012","TRGK762619MMCAAA14","RODRIGO","MEJIA","SEGUEDA"
"SHR072661V47",3,"3010","GUGR762200HDFTAN11","LEOBARDO","FLORES","GONZALEZ"
"DWA230026U31",3,"8310","GUCJ772221HDFUTM10","LUIS","CERON","AMAYA"
"IND062610QI1",3,"2410","MIVA602613HOCALB10","MONICA","TREJO","NAVA"
"BFC032002UM3",3,"9410","CUMM201621MDFAALA7","AARON","ROJAS","BUENROSTRO"
"TRCM672621AA2",3,"6219","URHK070227MNLAAA19","JIOVANI","LORENZO","PEREZ"
"IIC002023G26",3,"6310","HRJA702906MDFAMN16","MARBELLA","GERONIMO","GUADARRAMA"
"UTM7622020J2",3,"8310","VANC722717HDFAVA16","ARTURO","CAVUOTO","GARRIDO"
"RAD220216J73",3,"8310","SAPO602000HVULAS17","DAVID","GARCIA","BERNAL"
"PSM7227292P9",3,"2910","MUAL762706MMNXAT13","LUIS","GONZALEZ","TAPIA"
"SSS070003S63",3,"7411","ARMV700222MMCYAN27","YESENIA","FLANDES","RAMIREZ"
"AAS231710BV1",3,"6310","FIAC702622MDFGYN16","ISMAEL","ZARCO","MORALES"
"IMS320260I36",3,"4801","CUAV702061HMCAMC16","CARLOS","MOLINA","HERRERA"
"CMI762913J66",3,"2116","GOCA762210HMCMHD13","ALBERTO","MEDINA","SALAZAR"
"SAO211716UJA",3,"9010","LAVL762603MJCNVA12","JOSHUA","GARDU","USCANGA"
"FFI072603AB7",3,"8313","MOAA700023HDFNNL26","VICTOR","ORTIZ","OSORIO"
"MIA072310LY6",3,"8917","AOPC722006HDFDXS16","ANGEL","VELAZQUEZ","SUAREZ"
"DRA020020627",3,"8310","GOOP062704HVUNSD13","FERNANDO","VIDAL","MERINO"
"ASU060201CA0",3,"3010","FURM662006HDFNSA10","ENRIQUE","VAZQUEZ","RAMIREZ"
"RDM762316P26",3,"8310","GRCI722612MMCAAD13","MARIA","PEREZ","MARTINEZ"
"PRS720203VA1",3,"3010","GARS700007HUSASN20","ZORAIDA","LUNA","MENDEZ"
"MMO700027F62",3,"3010","QUSG760226HDFASL12","LAURA","CABA","RUIZ"
"BSM772609DUB",3,"2119","AAOM720022MNRBLA17","AYADED","HERNANDEZ","GOMEZ"
"SCI201307R06",3,"9410","AAUR721917HCMVXA13","ADRIANA","ORIHUELA","MENDOZA"
"CSM702602AY0",3,"8916","AATM632310MPLMAA17","DAVID","TORRES","ESPINOSA"
"LAS002620RV3",3,"8011","ARMA070226HDFSAL28","ISRAEL","RAMIREZ","CRUZ"
"ISS730029L26",3,"6606","GOVA702021HDFNNL16","ANGELICA","CEDILLO","MENESES"
"AIP0600026S6",3,"2118","URHA660206MDFPAS10","CARLOS","GONZALEZ","RUIZ"
"CAC702707I21",3,"2910","VAVL762320MGTLAA13","SAMANTA","ENRIQUEZ","PEREZ"
"DCR072626HY4",3,"9010","JUIJ022212MDFANN12","JESSICA","GUTIERREZ","FLORES"
"CCA002023MW3",3,"8710","GAIF020208MDFANL17","ULISES","GONZALEZ","CEPEDA"
"GIM0720020I3",3,"9314","MAOD072703HDFALN10","GUADALUPE","CASTELAN","LEON"
"CCO0626260N3",3,"8310","GOPI762761HQTMAS13","RAQUEL","JIMENEZ","PORRAS"
"SSR231226QI6",3,"6914","MRCL602807HPLAAS16","LESLY","CERVANTES","VALLE"
"IMS320260I36",3,"6214","UAPA600202MDFMXL12","ALFREDO","TREJO","ONES"
"NSC231722690",3,"6700","LAAA760006HDFADN21","DAVID","MEZA","MADRID"
"PAP060027JK7",3,"6700","MOFV732216HMNNBC17","JAVIER","REYES","CONDE"
"IMS320260I36",3,"6712","TRPL772910MDFAAA16","MANUEL","RAMAYO","VENTURA"
"TMA770216AQ6",3,"8310","SAGJ062306HDFNAS18","RENE","PRIETO","DIAZ"
"CCS002610670",3,"8310","GOHG030026MPLMAD27","FERNANDO","JACOME","RICO"
"MOCL6723160Y7",3,"3010","GUAA600223MCSTDS27","RAQUEL","MALDONADO",NA
"IFD762641HL2",3,"7612","LOFI062723HDFPAV11","ZUJEHIT","ROSASLANDA","AREVALO"
"VTR072700IU6",3,"2910","JAMM762621MUSCAA19","RICARDO","ARENAL","BARRIENTOS"
"DVA271723IX2",3,"8313","AOVN662719HMCNLC10","MIRIAM","RAMIREZ","CRUZ"
"AAA062612BP3",3,"7311","BRAJ770226HDFTYV26","DANIEL","ESCOBEDO","ROSALES"
"AST201061KD6",3,"8310","SACR700006MPLNLL20","PAOLA","JUAREZ","SOBERANO"
"QUI062007IX7",3,"8611","PRSJ762706HMCANS16","EMMANUEL","ROSAS","DIAZ"
"OAN261641M67",3,"4613","VAML702609HDFQGS10","ELIZABETH","MANRIQUE","GARCIA"
"SDN062016KA3",3,"6111","HRMY702216MDFAAL10","MIRIAM","VICTORINO","ROSALES"
"SAV260216TUA",3,"2116","MAGG002627HDFANL12","CAROLINA","MEJIA","NIEVES"
"SAC722007AFA",3,"2910","JUXM020218MNRNXA17","NATALIA","CALDERON","OZ"
"MIN702626CFA",3,"7012","AAOC000022HTCLSA20","ANGEL","MORALES","ROSAS"
"MDI070261IH9",3,"3012","GUFP732641MDFTNA17","ANGELICA","ORTIZ","MORALES"
"SAI022217ML9",3,"9314","HRLA772000HDFAPC10","KAREN","CANTO","LOPEZ"
"ISP770200AP0",3,"2119","GAGA772313MDFAAL16","ARMANDO","ORTIZ","LOPEZ"
"GSP021701IU6",3,"8310","URGM082361HDFANA16","OSCAR","CRUZ","CAMACHO"
"BRS322710CY6",3,"8310","LOJP072606HDFPAD16","LUIS","SANCHEZ","VAQUERO"
"PSP271310SQ3",3,"6010","SAAC720226MDFNAL16","DAVID","VILLEGAS","NIEVES"
"GCA261626AD7",3,"8313","SIMF632326HDFAAA17","CESAR","RODRIGUEZ","RAMIREZ"
"ROR021620662",3,"8310","LOMA721326HDFPAN11","PATRICIA","MENDOZA","VALENCIA"
"DSM770000C70",3,"8310","COFF080203HOCALA27","HIRAM","GALINDO","SOTO"
"GAC261416PR4",3,"8314","AOCM772627MMCSHA16","CARLOS","ALBA","CRUZ"
"OAH220020F76",3,"2312","CACV622707HPLHNC17","JAVIER","HERNANDEZ","NAVA"
"OHT221061RQ6",3,"9212","COSM062223HDFALA10","ALEJANDRA","ALBARRAN","BALTAZAR"
"SCC022617Q01",3,"3010","PAPR762420HMCLLD13","FABIAN","HUERAMO","GONZALEZ"
"LIS062021664",3,"7012","SOVP662627HDFALD10","ITZEL","GUARNEROS","ALBA"
"DUO7600206H6",3,"8710","LOGD002327HDFXAN16","BERNARDO","PRADO","RUIZ"
"SDN062016KA3",3,"8313","CIAJ770202HDFHNN10","RAUL","COLIN","DIAZ"
"PSI271919ASA",3,"6914","MAAC032717MDFAML12","CRUZ","MALDONADO","SHERRILL"
"URD270100676",3,"8310","UAAA732616HDFAGL10","PABLO","OZ","LAVIDA"
"FMA000220Q26",3,"9010","SAHI762312MCLLAT17","FABIOLA","NORIEGA","CORTES"
"MIA201602SM0",3,"9010","CAAA602602HDFSAD12","DIANA","HERNANDEZ","SUAREZ"
"ASR760006240",3,"9314","GAAC762704MDFABA10","ALDO","AVILA","CARRILLO"
"PSA2617207M6",3,"8310","AASG720026HGAPCA16","ROSALBA","GONZALEZ","SEDANO"
"MRAC6027066W7",3,"8011","AAGA080226HDFLAS27","SAID","VILARDELL","MELQUIADES"
"CAS792709T01",3,"4616","ARGJ211016MMCYNQA2","CLAUDIA","RIVERA","RUIZ"
"HLI271212GCA",3,"4601","GAAJ762400HDFAAN19","YESENIA","RODRIGUEZ","AVILA"
"GAC072607K67",3,"8310","ARAL770020MDFLCA12","ALEXANDRO","JAIMES","AGUILERA"
"CPH221607TT3",3,"8310","AOHC700026MNLCNL26","MARIO","VAZQUEZ","LOMELI"
"AFA2601020Q1",3,"6701","RIMH060227HMCNAC26","MAGALY","VEGA","SANDOVAL"
"MOMJ072912266",3,"8411","MAQO062326MNTANA16","RAUL","ROBLES","EZ"
"GSC072016MG7",3,"8310","HRHA721016HDFAAN12","SERGIO","VALLE","DIAZ"
"AUN060226NV7",3,"7616","CABS020027MDFASN27","IVETTE","RAMIREZ","LOPEZ"
"CCC201627NB6",3,"6213","NUFO772602HDFXLS11","BALTAZAR","OZ","GONZALEZ"
"CBS722913HI0",3,"8310","ROTA662761MDFSAS14","CITLALLI","RODRIGUEZ","HERNANDEZ"
"PTH702926079",3,"7010","HRMM072317HMCALA18","MARIELA","VIDAL","CAMPOS"
"CMM6026187L0",3,"8310","SALA702200HBCCND16","SARAI","CASILLAS","ESPINOZA"
"VAD200216V01",3,"8812","MAVM072308HMCNLG13","ALBERTO","ALCANTARA","ENRIQUEZ"
"VINI062606CJ3",3,"9212","TOAF062616MSPAMT11","MARIA","ALMANZA","LAGUNES"
"ATS062606GQ2",3,"8310","GAAT721620MDFAYA17","FLAVIO","HERNANDEZ",NA
"JQN0026106P3",3,"8310","FANR720220MDFATS13","ARTURO","BELLO","CERVANTES"
"ALT221706KG9",3,"8310","ARSA702017HPLYLN12","DANIEL","RODAS","PEREZ"
"PFF2201260V3",3,"7012","AIGV762626MDFVNA13","RICARDO","MACIAS","VIVEROS"
"CGA762406GS1",3,"8310","MAOB721707HDFASA12","EDUARDO","BARRERA","TORRES"
"OAB7000063J4",3,"7611","AAHR062613HDFMAA17","RODRIGO","RODRIGUEZ","REYES"
"ANA770200633",3,"9010","ARLA760024HCHAUN26","BEATRIZ","ANTIOCO","PEREZ"
"SRM732926N33",3,"4801","ARAC082603MGTADN18","MILTON","IBARRA","MENDEZ"
"GCS730229BY9",3,"8310","AOLA032816MDFJMN17","ANTONIO","CRUZ","AMBROS"
"PCA062700928",3,"8918","CRHB792600HPLBAA16","ELIZABETH","FADANELLI","BERNAL"
"DSA261060A62",3,"7611","SASP721627HDFNMD11","NAYELI","ASATO","ANDA"
"SIS070220R00",3,"8710","PACG032608HDFDAA11","AZAEL","PEREZ","RENDON"
"CCR032726D9A",3,"9314","NAGV002310HDFVNC17","MANUEL","GARCIA","ALTAMIRANO"
"GLO201703UR7",3,"8310","LAUA702616HGAAAL17","ALFREDO","HERNANDEZ","JARQUIN"
"MDM072661FS6",3,"6416","SANL062810MDFNAL11","CARLOS","PLATA","TREJO"
"DMM211223IF1",3,"8310","LULR700207HMCGGA13","BLANCA","SIMON","MACIAS"
"CSA2710209M8",3,"9414","BASM760227HMCUNS26","ABRAHAM","MERAZ","URBANO"
"SIN7320127L7",3,"8310","SAAF720226HDFNMA10","ERIKA","QUEVEDO","BENITEZ"
"BMR020062SXA",3,"6310","PRMA201320HDFNABA7","DEIVID","MADRIGAL","TZAB"
"PAI700020786",3,"6416","CUCR762903MMCAAA17","ISABEL","RUIZ","RODRIGUEZ"
"CRD2614132B6",3,"7612","SUJA622021MDFAAB10","FRANCISCO","JIMENEZ","GONZALEZ"
"HMI762026KG0",3,"6814","SIGA072613HDFPAL17","JAVIER","MATUS","HERRERA"
"SAR070226001",3,"9010","CUCM762614MDFAAC19","JUANITA","IZQUIERDO","ZAVALA"
"HPP072610JP8",3,"8310","CUCO201317HMCAAMA2","DAVID","PERALTA","GARCIA"
"CMK721206UF9",3,"9312","GAGA772013HMCAAL18","ARMANDO","HERRERA","OS"
"SLI0217106A7",3,"7611","AAHA030226MMSMAS10","CARLOS","HERNANDEZ","MORENO"
"QIN261327N00",3,"2810","GABA062401MDFAAN13","VIRGINIA","ALVARADO","PEREZ"
"LTA062702B72",3,"7610","DRSM072600MDFLTA14","FERMIN","GUTIERREZ","CRUZ"
"ANU002628FK0",3,"6202","CRAC082027MMCANN16","MIGUEL","SILVA",NA
"PCO260116A21",3,"6413","URMJ772721HDFNAS11","GABRIELA","ENRIQUEZ","PACHECO"
"CBA002612U78",3,"8314","PRTG770202MDFALB17","GERARDO","ARAGON","SALAS"
"CAS000226GL6",3,"9010","DUBR720019HYNUSS10","BRAYAN","ARELLANO","RAMIREZ"
"BMN762219927",3,"6214","GOAJ722027HPLNGS06","EDER","CELORIO","RIOS"
"PAA032613766",3,"6310","GUFA082303HOCANN16","ARTURO","UGALDE","MORENO"
"BFT700006LR8",3,"8917","MRMI732006MDFLNA10","LIZBETH","TORRES","MONTES"
"BSI060206HS6",3,"6310","PRLI702961HDFAPS09","MARIANA","ZAMORA","RAMOS"
"VOL002760667",3,"8310","GIBM000226HVULAA21","ANGELICA","MORALES","VALLE"
