"mes","nombre","ap_paterno","ap_materno","sexo","curp","rango","rfc","actividad","division","grupo","mod","sal"
3,"CARLOS","CRUZ","LEYVA",1,"FOPO721717HDFLCS10","E8","SCC770000D23",8310,3,92,10,1841.39419
3,"KAROL","FLON","CRUZ",2,"AARL201012HDFMSSA6","E7","MIN702626CFA",9214,8,93,10,856.2936988
3,"RICARDO","MALAGON","OLIVER",2,"PRHA762700HDFAAC12","E5","NSC231722690",6712,4,83,10,1235.228653
3,"LORENA","CABRERA","PASTRANA",2,"FIVC702006HDFGTA16","E4","OSP022701TT0",6310,6,67,10,460.7893698
3,"MIRIAM","RAMIREZ","DIMAS",2,"JUSC700022MMCANC27","E8","TRFC030217660",8916,3,63,10,738.3822429
3,"PATRICIA","BARAJAS","RAMOS",1,"LADR022712HGAULD12","E10","ALR072719KCA",7611,4,90,10,1915.783556
3,"FEDERICO","FLORES","ESQUIVEL",1,"AUCA062016HDFUSB14","E8","AMR0727006U0",6914,6,90,10,673.0050492
3,"FELICIANA","CISNEROS","RODRIGUEZ",1,"ARCI062607MDFYTV13","E4","AVI2000236R8",6814,8,89,10,929.7870662
3,"GEORGINA","JIMENEZ","MAGALLON",1,"FOFS062207MDFLAS17","E4","RIN0720068V2",9010,8,21,10,1003.941273
3,"DELIA","EDO","MARTINEZ",1,"POPR660206HGALNL17","E5","STM231703LU6",2118,8,89,10,1921.69053
3,"JOHALY","ABARCA","PATRON",1,"MAGJ722321HVUATA16","E6","AGL002017CV3",6216,6,76,10,930.2621521
3,"DAVID","ZAMACONA","ROMERO",1,NA,"E5","GOMR732726RK6",7010,8,76,10,1075.871929
3,"EDUARDO","PEREZ","GOMEZ",1,"NIUG721921HDFCMA11","E3","PPO221003RK1",8310,8,46,10,377.1229631
3,"ARMANDO","RODRIGUEZ","MORON",1,"SATC072816HTLAXA01","E9","TRAA762017030",6212,3,46,10,1435.157289
3,"ERNESTO","MARCELIANO","CERVANTES",1,"AOVD072310HVUALG18","E4","BMN762219927",8310,6,83,10,500.909131
3,"GERARDO","ZARATE","PACHECO",1,"FOMG762217HMCNND03","E6","CMF271020FU2",3213,9,83,10,792.2167975
3,"RICARDO","FACUNDO","UELOS",1,"GUMC020110HDFTNA17","E7","CAS271227HQ2",8310,8,83,10,2099.14065
3,"ISAIAS","HERRERA","ARRIAGA",2,"GAGS722007HGAANA16","E11","RCS002008FM6",8310,8,93,10,1631.273433
3,"ALEJANDRO","SANCHEZ","GARCIA",2,"CASC062826HUSANH16","E7","AMR7926093V9",8902,6,80,10,649.4099643
3,"ALEJANDRO","SANTOS","HERNANDEZ",1,"SAMJ072607HMCNDN16","E8","IRC0026200L1",4901,8,92,10,1306.961927
3,"IGNACIA","RODRIGUEZ","ANDRADE",1,"LOAH762723HDFPMC16","E9","OIMA600216QN2",8310,8,86,10,1422.971504
3,"JAZMIN","BELTRAN","AGUIRRE",1,"VROM722010MDFLAA17","E5","MPA772626N00",3010,4,61,10,175.0540369
3,"MANUEL","QUINTANA","CRUZ",2,"OICA211722MVULHLA6","E4","GFL021620BK1",8710,3,60,10,1770.039705
3,"SAMUEL","GARCIA","LOA",2,"GAMF662603HDFANL17","E5","FDP221723PKA",8710,7,63,10,511.7467747
3,"ELENA","MARTINEZ","VELAZQUEZ",1,"HRTA062226HDFAAB11","E6","CBS722913HI0",8313,8,83,10,1298.414298
3,"ALEXIS","MORALES","CORNEJO",2,"MIAP672703HDFGMA10","E5","MIN702626CFA",6014,4,62,10,1746.299463
3,"TONATIHU","CRUZ","GUTIERREZ",2,"FOMJ702602HDFLAS10","E10","DSM770000C70",8310,8,83,10,743.5024267
3,"JESUS","STUPPIA","ZAMUDIO",2,"SABV702860MOCNTA14","E11","CRO770200T32",9314,8,83,10,959.3414905
3,"ALBERTO","ESCUDERO","GALICIA",1,"BAXM020206MNRLXA16","E5","SGA231613AD7",8812,3,46,10,775.0022948
3,"ISMAEL","MEJIA","PEREZ",2,"GABM082310MVUANA16","E8","STO002026AS1",8011,8,30,10,2102.260602
3,"ALEJANDRA","DIAZ","MEDINA",2,"AUHA702000MDFHAM10","E8","MOAF372621U26",8313,8,67,10,525.5334716
3,"GERARDO","OROZCO","ORTIZ",1,"AOAJ070222HDFDMN16","E5","CBS062326SS3",8310,8,87,10,1162.360058
3,"MIGUEL","PALACIOS","SOLIS",1,"RIOA702627MTLSCS16","E5","ARS210001CNA",3012,4,82,10,1469.098523
3,"ALBERTO","GONZALEZ","TREJO",2,"TOAM002802MDFACA17","E9","MIN260001D22",9314,8,76,10,1967.360129
3,"ANTONIO","GUZMAN","GIL",2,"PRMA702000HMCAND06","E3","FII0702627X1",3012,6,80,10,2080.485518
3,"XIMENA","RAMIREZ","LOPEZ",1,"ARPJ772316HMCCDS16","E7","VVS221006721",8011,7,89,10,922.1775594
3,"ESTEBAN","VIGIL","PELCASTRE",1,"VIMP722022MDFLAL10","E9","IAA021701326",8310,4,83,10,1845.126415
3,"EDGAR","OZ","MORLAN",1,"FUCN702028MYNNNN11","E3","TAR720206067",8310,4,83,10,970.0327079
3,"GUILLERMINA","ESPADAS","CASTA",1,"CAAA760222HHGSYL23","E4","COP722320Q21",8902,8,69,10,2082.887712
3,"ENRIQUE","SOLARES","BARRERA",2,"AIGR032626MDFVAL18","E6","ARS032203NY1",8910,4,84,10,2197.593938
3,"ANGELICA","AGUILERA","MATA",1,"MOMJ772609HDFLAA16","E8","HSP271226067",3213,8,83,10,850.6583947
3,"LUIS","GARCIA","VAZQUEZ",2,"MRND772207MHGJBA07","E8","IMS320260I36",8710,7,30,10,256.3549082
3,"SILVIA","SIXTO","MEJIA",2,"PROV721620HDFAAC16","E11","SBA062600GN1",6310,3,62,10,890.2431751
3,"JUAN","MARTINEZ","BALVANEDA",1,"OAMP662610HOCBLD10","E10","OPU060222TA0",3012,4,76,10,233.5383163
3,"RICARDO","GARRIDO","GARCIA",1,NA,"E4","TMR060226FL4",8313,4,41,10,2160.542961
3,"CAROLINA","MENDEZ","LAREDO",1,"AAMR602627MTSNNM18","E5","BBS210126HP2",7611,8,83,10,2022.615746
3,"MARTINA","CANALES","AGUILAR",1,"MOJA622706HDFAAM13","E12","BBS210126HP2",2116,4,83,10,1464.410795
3,"VIRGINIA","GOMEZ","TATENCO",1,"CAXK060227MNRLXT26","E6","TCO260014NG2",6700,3,83,10,959.2786428
3,"CRISTIAN","GODINEZ","PINEDA",1,"GOLA702807MDFNNC11","E8","IVD7029298U9",6200,8,82,10,476.0384666
3,"CECILIA","PI","AGUILAR",1,"MOCU760216MDFADL16","E9","MRD7720206U7",3210,8,93,10,545.5606809
3,"LEONOR","CASTILLO","CUAUHTLA",1,"MAHD062628HDFAAG16","E7","AAV772622QY3",8011,6,87,10,1629.167965
3,"ERNESTO","ALEMAN","GONZALEZ",2,"ARSO721313HVULNS17","E9","TCI032726UA7",6310,8,87,10,1997.563777
3,"NOEMI","HIGINIO","VALERIO",1,"GOSR722761MDFNNS10","E4","SASG670202HL6",2910,8,93,10,782.4431615
3,"BERENICE","IBARRA","ESPINOSA",2,"UIPA792326HCLACN16","E6","CBM0702617A4",6616,8,70,10,2026.124182
3,"SAMUEL","SUAREZ","MANRIQUEZ",1,"IOGL722661HVUNAC10","E6","HSS270006C63",3012,8,83,10,1490.544249
3,"ALBERTO","SALAS","LOPEZ",1,"BUGI760201HDFAAS16","E9","INT602316RW6",8011,6,83,10,1652.772931
3,"AMELIA","SIRNES","SANCHEZ",2,"AOSJ732626HMCMTA10","E9","DRI7023266U6",8310,8,60,10,549.4286293
3,"EDUARDO","MARTINEZ","CADENA",1,"GAUA062707MDFAPS16","E6","CCS002610670",8611,8,32,10,197.5123187
3,"MARINA","VACA","MARTINEZ",1,"PAAS730026HMCCGL21","E10","TMR032606KT6",6700,3,60,10,1241.796554
3,"MONSERRAT","LA","GARCIA",1,"OOVL792713HMCALS19","E5","ISI261617US4",8310,6,41,10,1254.430426
3,"ALEJANDRO","HUITRON","REYES",2,"LALS702321MDFAPT16","E11","SIL062641V66",6913,4,30,10,817.2859859
3,"ANTONIO","GONZALEZ","ALCALA",1,"AOVA732006HNLBLL10","E5","MAN7026007G6",6700,6,80,10,694.3225414
3,"SINUHE","MONTES","PARRA",2,"DRAR762200HMCLLM19","E5","PAU062026QB6",8310,8,89,10,1245.807711
3,"FERNANDO","LOPEZ","GALLO",2,"HRTJ722316HDFALS11","E5","ADI030216QJ3",8611,3,83,10,1569.932549
3,"VICTOR","VAZQUEZ","LLANDEZ",1,"GOLG662023HDFNUN11","E6","SRC221761LC2",8310,8,76,10,1408.325995
3,"PATRICIA","EIRO","RODRIGUEZ",1,"QUAJ021700HCCNNN16","E4","SAX062721MP1",4710,6,92,10,1199.143738
3,"GABRIELA","PAZ","HERNANDEZ",1,"JIMJ062626HDFMLS11","E6","BAFA602023J00",6714,6,89,10,1440.827359
3,"CARLOS","AVILA","ORTIZ",2,"MOAL702002MMCAYT17","E4","AIS201617CA3",10,7,83,10,351.3106765
3,"ISMAEL","MORALES","VARSANO",1,"AASR032603MMCLNA11","E4","BPL0300062R7",3012,6,67,10,947.4925285
3,"ANTONIO","CRUZ","MARTINEZ",1,"AANL762008HDFMVS13","E5","APS022610KY6",8011,9,83,10,2197.969296
3,"KATHERINE","FANJUL","FUENTES",2,"CRAV602707MMCDAC19","E5","ITR362703KI1",8310,6,83,10,236.4908962
3,"ALFONSO","RAMOS","CARTAGENA",1,"UAOA632624MDFAAY16","E10","GLB062616H0A",2910,7,83,10,1472.437411
3,"KAREN","RAMIREZ","ROMERO",2,"JAAB072609MDFSVA16","E7","CDC020220BV2",8916,8,41,10,1554.413902
3,"DARIO","GONZALEZ","PEREZ",2,"AOMR702900MDFJAL12","E3","PCO762060NX0",8810,4,63,10,2015.794107
3,"DANIEL","JUAREZ","ISLAS",1,"TRCJ062220HPLJSA13","E4","IMS320260I36",6214,8,60,10,1099.346597
3,"GUSTAVO","RODRIGUEZ","FABELA",1,"LOCJ600226HOCPAS26","E5","IMS320260I36",7611,8,21,10,102.4833414
3,"JOSUE","MENDOZA","RAMIREZ",1,"DUUM372629MDFXVG10","E5","IBI260161GD3",8310,3,62,10,1138.823719
3,"TERESA","JUAREZ","GUERRERO",1,"LAAA762617MVUAYN19","E5","SIA271008BX0",6219,8,21,10,1407.447613
3,"CHRISTOPHER","REYES","VELAZQUEZ",1,"HRHA762710HVUAAY12","E11","COL7326106B3",8310,8,83,10,633.5084208
3,"MARTHA","SANCHEZ","REYNA",1,"GUAA702601MSPUGB10","E8","CRVD082326SN0",7012,7,42,10,1024.229822
3,"ALONSO","JIMENEZ","ENRIQUEZ",1,"AIPH062212HVUVXC13","E3","IOM201308AP7",8810,4,89,10,263.3855284
3,"LUCIA","VARELA","ANDRACA",1,"HRXP662723HDFAXD13","E3","ITR362703KI1",8910,6,87,10,711.7428275
3,"VANESSA","SALINAS","MARTINEZ",2,"LRAM021610HDFNAN13","E5","PSC002717FIA",3012,8,87,10,358.5490536
3,"EMMANUEL","VALDEMAR","FLORES",2,"AAPR062622HDFLAN17","E5","CWO002616NCA",6700,8,80,10,508.1984385
3,"NOEMI","TREJO","GARCIA",1,"QUMN660007MGANAH26","E5","ITS772307P76",4110,6,73,10,1544.411629
3,"ERICK","SANCHEZ","MORA",2,"BALN721223HDFAXU16","E3","IMS320260I36",7411,6,86,10,2139.856761
3,"SANTIAGO","AMAYA","GALICIA",1,"SOHP032706HMNTAB11","E5","CIF062317GU0",3010,6,83,10,1343.854035
3,"MARIA","HERNANDEZ","ZAVALA",2,"OAPO702603HQTAAS13","E2","ASO070228IU7",8310,8,62,10,1388.617953
3,"ALFREDO","GARCIA","PEREZ",2,"CUAJ672607HOCANS14","E6","DTC020107JA3",6700,8,93,10,1908.071595
3,"YESCICA","ALFARO","COLIN",1,"ROPA020217HCSSAL11","E10","DSR002700P63",9310,8,83,10,1928.213754
3,"MATIAS","VELAZQUEZ","RODRIGUEZ",2,"AOAK702319MDFJNA11","E3","HSP261717RA2",8310,8,99,10,1772.134544
3,"ARMANDO","MONREAL","ENCINIA",1,"BIMJ770023HOCANV23","E7","UJA062207NC7",8011,3,41,10,927.6584467
3,"SILVIA","MURILLO","MORALES",2,"MOFA722020HDFNLL17","E3","AAOA602613082",8310,6,21,10,313.1514285
3,"GABRIEL","GOMEZ","CONTRERAS",2,"LUGJ762001HSANXS16","E11","BCP002806S64",8917,8,83,10,1587.235307
3,"MARIA","HERNANDEZ","BUSSON",1,"AIUJ762222HMCMAA13","E5","ALU0627208U6",2910,4,62,10,486.0564644
3,"DENISSE","SANCHEZ","MARTINEZ",1,"VRAR700227HMCLYA11","E9","SOM062616PNA",6014,6,83,10,510.3034751
3,"CLAUDIA","XOLOTL","CASTILLO",1,"JIMJ002023HDFMNN16","E9","IMS320260I36",6614,8,76,10,1692.495462
3,"MELISSA","TAPIA","MONTA",2,"AOGJ760260HDFDAS24","E8","BMN762219927",3012,4,62,10,1398.482992
3,"GUADALUPE","AMADOR","ALVARADO",1,"MUGM600223MNLXAA13","E7","LLI000220IX6",7010,8,83,10,695.220465
3,"ENRIQUE","OJEDA","GARCIA",1,"AOAR072608HMCDAA10","E5","CCG062702LA9",3010,4,68,10,350.9146287
3,"GERARDO","RODRIGUEZ","GOMEZ",1,"TONA630223MGTAVN10","E5","SCC702617JA1",8710,8,27,10,1673.85457
3,"BEATRIZ","ZARCO","HERNANDEZ",2,"PITL020006MDFNAN16","E9","GAU2216216Q0",9010,6,67,10,1613.904673
3,"ERICK","TREJO","MARTINEZ",1,"MIHR060227MGAAAS10","E8","COP722320Q21",8710,8,90,10,1926.888099
3,"ANTONIO","ELIZALDE","CRISTAL",1,"MRHR700212MDFNAL16","E6","OID201716642",4614,3,63,10,340.5153999
3,"RICARDO","GOMEZ","NAJERA",1,"DOCI062320MVUMAB13","E8","LTA062702B72",8814,9,92,10,2008.220099
3,"CINTHIA","CADENA","AMADOR",1,"ARGL702026HDFYNS12","E6","IMA700027DH8",6814,8,83,10,2004.579918
3,"AMAYRANY","PI","GOMEZ",1,"VAHM602621HVULAG11","E6","HIM271600JQ6",8916,3,67,10,2125.877614
3,"PAMELA","RODRIGUEZ","MONTERO",1,"COGJ632623HOCANN11","E7","BTB7620008Y6",2118,6,90,10,1718.313105
3,"ABYGAIL","MANCERA","FLORES",2,"OIGR062826HDFLMD16","E4","GSR722206JJ6",2119,7,83,10,769.6993086
3,"SHAMARA","AVILES","ESCALANTE",1,"GUMA032820MDFTAN13","E6","CCD0600206U0",6717,8,62,10,1247.385235
3,"ROSALINDA","CASTILLO","VASQUEZ",1,NA,"E10","PAH720116LY6",8310,7,83,10,821.5912884
3,"MARGARITA","ZAMORA","HERNANDEZ",1,"GABN082701MOCATT16","E6","SDN062016KA3",8710,8,62,10,339.5781139
3,"CHRISTOPHER","LA","MARTIN",1,"TOVS720216HMCVLA13","E12","CID73002603A",6700,4,86,10,1102.781569
3,"MARIA","URIBE","LOPEZ",1,"GOCA722707HDFNLD10","E10","TLG0212066AB",8313,6,76,10,1397.360003
3,"GIBRAN","MATA","MORA",1,"JRSA702607MMCSNN11","E3","PNS070027PB6",8310,6,69,10,2203.846717
3,"OLIVIA","TORRES","ACOSTA",2,"UANA602017HPLMVN16","E7","CAO271022P33",9212,8,21,10,670.9064062
3,"RAMIRO","CASTILLO","CHACON",2,"LUAJ700002HDFNSM20","E6","NCO261207JU2",6310,8,89,10,1790.579224
3,"ANGEL","MARTINEZ","SOLIS",1,"AOGA790226HDFMUG13","E10","CMR700228VR3",9314,8,87,10,1285.42045
3,"JESSICA","LA","RUIZ",1,"ORBF072023HMCLAA12","E5","CRX702700C76",9314,6,2,10,562.7640231
3,"SERGIO","JIMENO","IZ",2,"AIHG600220MDFVAD26","E4","PSR722610CJ2",6913,8,83,10,1963.179003
3,"LIDIA","REYES","OZ",2,"TOJA721729HDFAMA10","E3","MAA732721SF6",8310,8,87,10,758.9982811
3,"ROCIO","RUVALCABA","ESPINOZA",2,"HRAL762626HDFAYS16","E11","MPS23021662A",6814,8,83,10,1704.872879
3,"CINTIA","AYALA","PEREZ",1,"DALG062601MJCVPC16","E5","SAW7028106A6",2812,9,83,10,235.2405119
3,"JOSE","CASTRO","PACHECO",2,"MASA662007HVUDNN16","E8","ITA622623F74",8310,4,83,10,963.7265484
3,"ELIZABETH","GONZALEZ","SANTIAGO",2,"AILM772016MDFAUA17","E10","GBA261028UY1",2114,4,80,10,1789.639529
3,"GUADALUPE","MARTINEZ","SANCHEZ",2,"IAPP762716MDFSNL16","E11","MAN7026007G6",3012,6,76,10,728.4760176
3,"ERIKA","CAMPERO","IGA",2,"AOGS720016MMCSTN10","E8","IAS702623LR9",6814,8,66,10,1283.588045
3,"NORMA","CRUZ","LA",2,"MAAA672706MDFGSN14","E7","SPN030002B02",8313,6,92,10,1363.274819
3,"CONSUELO","FLORES","VARGAS",2,"CAGA722303HDFANF12","E5","FOAM702707BM7",2417,8,80,10,1107.940427
3,"ISABEL","BELMONT","TERESA",1,"MAAJ082027HDFPLN17","E5","IAC062722DQ3",9314,8,83,10,702.9759294
3,"VICENTE","BARBOSA","RIVAS",2,"BASR200102HMCANMA6","E5","PAA0000207W2",9314,6,29,10,1633.281092
3,"VIRIDIANA","LEON","CASTILLO",2,"AIGR702006MDFNTG16","E4","BMN762219927",8310,8,83,10,1897.707162
3,"IRMA","AGUILAR","LOPEZ",1,"GASJ662760HMCALM16","E8","UPS070022HV8",4212,6,47,10,1110.604424
3,"DANIELA","VALDEZ","FIGUEROA",1,"VAPC762923MDFAAA16","E4","IID020006KTA",4112,6,30,10,1175.03854
3,"ALEJANDRO","LOPEZ","CERRILLO",2,"SOAA722612MDFTCA10","E4","VPR271026KY0",8310,8,80,10,2089.408026
3,"LETICIA","BARRERA","SIDA",1,"AIAJ772600MMCALN11","E9","AFA060006A62",8314,8,76,10,451.6408499
3,"KARINA","ORTEGA","PIMIENTA",1,"MACL082641MDFAAS12","E4","PIMR6627263G7",9010,3,67,10,1504.682885
3,"ALBERTO","MARTINEZ","CHAVEZ",2,"MOLB760200MDFAPA26","E7","CTJ060202CH6",6310,7,89,10,206.9673553
3,"ELIZABETH","ALONSO","GOMEZ",1,"AUSA070206HNLGFN26","E4","SSM072023M26",8310,6,80,10,632.1338389
3,"GIOBEL","NORIANUEVA","HERRERA",1,"GAAV702061MDFAGL10","E10","CII772027MA2",8910,8,30,10,1658.292082
3,"MARIBEL","CARMONA",NA,1,"TOAM210020HTSADAA6","E4","GAM772616CF9",8310,8,30,10,716.8895906
3,"ANGEL","ALTAMIRANO","CALVA",2,"AAGJ602007HDFLNL12","E9","SAF072023QM7",8710,8,83,10,408.7375639
3,"ADRIANA","MARTINEZ","VERA",2,"AONY772609MDFDXS10","E7","SDA070207TD3",6606,8,83,10,1662.266478
3,"PETRA","JUAREZ","RODRIGUEZ",2,"PUGM000216HCCGAS13","E4","SAF0602070N2",7311,8,90,10,1703.642293
3,"MARGARITA","NOGALES","TORRES",1,"SARH032613HDFNSC12","E9","BMN762219927",3213,8,60,10,2077.510603
3,"JORGE","POSADAS","AGUIRRE",2,"FRBS082617HDFLTN16","E7","GSR0627276X7",8310,8,83,10,781.7564843
3,"FERNANDO","HERNANDEZ","RIVERA",2,"GUAM772610HMCAFG16","E9","CAR062600CK6",8310,6,83,10,564.1205492
3,"SELENE","MOYO","ORTEGA",1,"SUCY072018HDFBAB16","E6","COP722320Q21",8310,8,83,10,2095.678791
3,"NOE","SANTOS","VARELA",1,"LOMD002817HDFYAN10","E5","IMS320260I36",8310,4,83,10,695.2253341
3,"ELIDE","GONZALEZ","RAMIREZ",1,"CAMO702703MDFSAY16","E12","SMP062007RJ2",8310,4,61,10,1944.193245
3,"MIRIAM","SANCHEZ","ARCOS",1,"JITR760020HDFMLN21","E8","SAF072023QM7",9212,6,89,10,1870.494438
3,"SALVADOR","BASURTO","MAYA",1,"NAAN722300MMCVAN16","E5","SOS261602NA6",7010,9,83,10,1181.305441
3,"AMPARO","GALICIA","ALVARADO",1,"HUMA762004MDFTNU16","E4","CTB0302026U1",8310,6,87,10,1998.451182
3,"FERNANDO","MOLINA","LOPEZ",1,"VROC700028HCSLSA12","E5","TOT070200AH0",8917,8,62,10,537.0859494
3,"MARICELA","MARTINEZ","CIENFUEGOS",2,"CRMC672712MDFAXN11","E7","IMS320260I36",8918,3,80,10,636.5439797
3,"FABIOLA","DORANTES","SALINAS",1,"TIAJ762916HDFATS11","E3","HSI261710KX4",8011,8,83,10,594.3768892
3,"BRENDA","CABRERA","CALDERON",2,"LOFV760023HDFPAC12","E9","JPU062403V07",6812,8,87,44,882.225939
3,"LUIS","MIJANGOS","VEGA",2,"AAGC062728MQTMAS13","E5","BNM032606VB0",6014,8,93,10,1188.784271
3,"GUADALUPE","VILLEGAS","SANCHEZ",1,"DISM702660MCSUNA11","E7","SAA721609PS6",6012,8,63,10,1685.51193
3,"ALFREDO","ESCOBAR","GOMEZ",1,NA,"E6","HIM062721F02",8917,8,83,10,2107.699976
3,"VERONICA","GARCIA","REYES",1,"PRHA080221HHGAAM16","E8","OAM200218062",6812,8,30,10,677.3638846
3,"MARIA","JESUS","MARTINEZ",1,"COMA732610MDFAUN12","E10","DCO7322012M1",8916,8,21,10,717.3144738
3,"GONZALO","FLORESGOMEZ","CONTRERAS",1,"GOGM072609HHGNNA16","E3","RLA062217CYA",8710,6,89,10,2074.760951
3,"CLARA","SANCHEZ","RIVERA",2,"SIBC700216HDFCCA19","E8","IIC762429BG6",8310,8,70,10,1323.143276
3,"MIREYA","CRUZ","HERNANDEZ",1,"GAAA762216MDFASL10","E6","NPA072220QP3",8310,6,83,10,444.0289636
3,"EDUARDO","PEREZ","SOLIS",1,"AUDA762029HMCGUN16","E14","TAL7000069NA",3213,7,41,10,1752.02909
3,"ANTONIO","GONZALEZ","MONTES",1,"GUAJ660027MMNTLS26","E10","SRA231002AU6",8310,8,83,10,716.2872108
3,"EDURNE","OZ","ROJAS",1,"PACA072608HMCLAL18","E4","AODG660217626",6210,6,67,10,1683.849876
3,"MARIA","LUIS","VILLASE",1,"HRMI702927MMCAAS12","E7","CDC020220BV2",8313,6,93,10,1374.294326
3,"SERGIO","HERNANDEZ","MANZANO",1,"ORMM721701HDFLNG10","E4","PSR0600272NA",8310,6,83,10,117.0303285
3,"RODRIGO","GRANILLO","ARREGUIN",1,"CAAC060227HDFANS16","E4","ACO002218RL8",6218,4,83,10,1568.445801
3,"MIGUEL","AGUILAR","QUINTERO",2,"CUVL762200MMCALA16","E10","PAO032806V21",8310,8,83,10,1405.442179
3,"RODOLFO","PULIDO","CEBADA",1,"MAPR660202MOCAAL13","E5","IUM032716KK1",4116,9,83,10,1229.168909
3,"EUGENIA","JARAMILLO","OROZCO",1,"SAPG062318HDFNAA10","E8","NCO002622NX0",8310,8,83,10,729.8493063
3,"ERICK","LEYVA","COVARRUBIAS",1,"TRGA620207HDFAAL27","E4","IMS320260I36",8011,6,93,10,652.1666203
3,"MARGARITA","PEREZ","ROJAS",2,"COAJ722322HMCADA13","E5","SDN062016KA3",7611,8,23,10,2174.299837
3,"ANGELICA","HERNANDEZ","DAVALOS",1,"JAHI722602HDFCAS17","E7","ACU0702064B2",9314,9,76,10,1950.335059
3,"ALBERTO","PEREZ","VALLE",2,"CRCJ632002HDFJYA10","E7","AAY0327130Q6",8812,8,69,10,433.2971963
3,"EMMANUEL","HERNANDEZ","ORTIZ",1,"MICD762620MDFLHN16","E10","BAR060020AA6",6914,8,83,10,1056.566336
3,"LEOPOLDO","BORBOLLA","GARCES",1,"VRCC732600HDFGNA18","E6","CBC032703AQ6",8310,4,30,10,1196.534144
3,"MITZI","OLMEDO","CAMACHO",1,"GABJ060222HDFACS11","E8","HMI762026KG0",7411,9,90,10,1093.26617
3,"DANIEL","CHAVEZ","IXMATLAHUA",2,"BRDA002007MGANUS17","E11","IRA2016177I9",7612,8,42,10,690.9155695
3,"ALICIA","TEXIS","VARGAS",2,"MUJR220006MMCXSAA0","E8","OUA062013CL2",8710,8,80,10,144.7780134
3,"LUIS","MOLINA","CABALLERO",1,"HRVM772013HSLALA11","E6","MBA032702F68",8310,8,83,10,1422.487835
3,"DANIEL","FUENTES","HERNANDEZ",1,"BUMD672906MMNSXL10","E6","AMR082702I89",7611,6,62,10,229.7952251
3,"JUAN","SALAZAR","GARCIA",2,"HRIA670222MDFAND19","E10","AFC271202SW2",8316,8,80,10,1762.129012
3,"PAULINO","REYES","FERNANDEZ",1,"AOJM080203MPLMAA20","E5","CQA271603DU7",3010,8,63,10,1722.371476
3,"FRANCISCO","ORDAZ","MACHUCA",2,"OOJK070207MDFANA11","E6","RLA062217CYA",6712,4,89,10,703.5411344
3,"ANTONIO","CORTES","MEDRANO",1,"VISC762014HDFLNA10","E8","TLD002608SR1",8310,9,93,10,1091.283255
3,"ALFREDO","GARCIA","GUAMUCH",1,"MOSR032201HDFNNU17","E5","JAPR6022013R6",8310,6,89,10,1961.632357
3,"LYDIA","CAMACHO","MORENO",1,"PAHS072908MOCCAF16","E7","SAW7028106A6",8310,4,83,10,1279.933027
3,"MARIANO","ARELLANO","SERVIN",2,"MRAR620017HDFJJA16","E9","TSO792600L87",8710,8,30,10,732.0886495
3,"MANUEL","MARTINEZ","RODRIGUEZ",1,"LOGM772620MMCPAA09","E4","GMR062703BT7",8310,4,83,10,1830.241282
3,"CARLOS","BAUTISTA","FLORES",1,"CAVR662617HMCAGA16","E3","OBA271617SR1",2014,8,83,10,1005.881483
3,"DAVID","ESPINOZA","REYES",2,"AASA732219MHGLNS11","E8","HAA0723190K7",4718,8,60,10,2131.403702
3,"JOSAFATH","DOMINGUEZ","GARDU",1,"NOGA072006HDFAAN16","E5","ISO2610616W1",6310,8,48,10,283.1501257
3,"MARIBEL","RODRIGUEZ","LEYVA",1,"DROA762606HMCLSA16","E6","ATP2110170K0",9010,8,76,10,1328.682444
3,"IVONNE","ARIAS","SOBERANO",2,"OICA672761HDFALL13","E5","CSI032603BM8",8710,8,84,10,961.7842153
3,"CLAUDIA","BELTRAN","DOMINGUEZ",1,"BAVS722619MDFAAL13","E4","GUA7023617K6",3210,6,24,10,257.9261179
3,"FERNANDA","ALVARADO","LUGO",2,"MRFS762206MMCDNF17","E5","SLI072703J6A",6812,3,83,10,1583.617924
3,"DIOSDADO","MELENDEZ","PINEDA",1,"ARUY762061MDFAGC12","E8","ISI261617US4",8611,6,80,10,1712.016303
3,"ROBERTO","VELARDE","CORTES",2,"AIAJ060207HDFNUA26","E4","AHD260007MD0",9010,8,63,10,701.950594
3,"ARMANDO","MARTINEZ","EUAN",2,"AAMA072902MQTMDN12","E10","JIC220110000",6012,9,62,10,1765.656254
3,"MONICA","GARCIA","ESCOBAR",1,"GUAV072628HMCASC16","E10","BIB0326126K0",2014,6,88,10,2168.330837
3,"QUETZALY","CEDILLO","PEREDO",1,"OAHO002660HSACAM17","E5","DIO0626128M6",6010,3,63,10,1810.203656
3,"JAVIER","MACHUCA","AGUIRRE",2,"DOBM760220HGAMSS20","E5","CMM7722000J0",6014,9,83,10,652.6765202
3,"LESLY","HERNANDEZ","MONROY",1,"GOGG211016MMCNADA8","E5","JLS020207JU3",6014,3,83,10,561.4265238
3,"GABRIEL","RAMOS","SOTO",1,"MAAB772306MDFAMT17","E4","DSP020226NQ2",8310,3,76,10,993.2617495
3,"MARIA","CALDERON","VELAZQUEZ",1,"PRLJ082223HDFACL10","E7","FSR201028LC0",8910,8,62,10,501.8531944
3,"ARTURO","HERRERA","REYES",2,"MRSD721606MMCJNN10","E6","IPC260020QA2",8616,8,30,30,2203.816309
3,"GABRIELA","SEDANO","GODINEZ",2,"CAMI760226MTSSAL19","E7","PAI362617AN7",2110,8,83,44,1958.684513
